QueryID,QueryString,Table id,pgTitle,rows,cols,numberofNullsInTable,yrank,qlen,IDFpageTitles,IDFsectionTitle,IDFtableCaption,IDFtableHeading,IDFtableBody,IDFCatchAll,hitsLC,hitsSLC,hitsB,hitsPageTitle,hitsTableCaption,relevanceJudgement
11,composition of the sun,table-1526-947,1990 in Swedish football,12,4,0,0,4,18.47445376,19.65446878,19.00750396,16.98869909,9.592425793,7.506026401,0,0,0,0,0,0
11,composition of the sun,table-1527-7,"Corjova, Dubăsari",10,4,0,0,4,18.47445376,19.65446878,19.00750396,16.98869909,9.592425793,7.506026401,1,0,1,0,0,0
11,composition of the sun,table-1528-556,ASTM A500,4,10,0,0,4,18.47445376,19.65446878,19.00750396,16.98869909,9.592425793,7.506026401,0,0,0,0,0,0
11,composition of the sun,table-1574-248,Laurence Rosenthal,118,3,22,0,4,18.47445376,19.65446878,19.00750396,16.98869909,9.592425793,7.506026401,0,57,0,0,0,0
11,composition of the sun,table-1577-310,IV Legislature of the Legislative Assembly of the Federal District,0,1,0,0,4,18.47445376,19.65446878,19.00750396,16.98869909,9.592425793,7.506026401,0,0,0,4,0,0
11,composition of the sun,table-1577-296,III Legislature of the Legislative Assembly of the Federal District,0,1,0,0,4,18.47445376,19.65446878,19.00750396,16.98869909,9.592425793,7.506026401,0,0,0,4,0,0
11,composition of the sun,table-1579-543,Fire clay,6,8,0,0,4,18.47445376,19.65446878,19.00750396,16.98869909,9.592425793,7.506026401,0,0,0,0,1,0
11,composition of the sun,table-1580-639,1991 in Swedish football,9,4,0,0,4,18.47445376,19.65446878,19.00750396,16.98869909,9.592425793,7.506026401,0,0,0,0,0,0
11,composition of the sun,table-1581-285,1992 in Swedish football,9,4,0,0,4,18.47445376,19.65446878,19.00750396,16.98869909,9.592425793,7.506026401,0,0,0,0,0,0
11,composition of the sun,table-1583-903,Toru Minegishi,19,4,0,0,4,18.47445376,19.65446878,19.00750396,16.98869909,9.592425793,7.506026401,0,10,0,0,0,0
11,composition of the sun,table-1622-305,Helios (spacecraft),8,2,0,0,4,18.47445376,19.65446878,19.00750396,16.98869909,9.592425793,7.506026401,0,23,0,0,0,0
11,composition of the sun,table-1627-735,Canadian silver dollar,3,4,0,0,4,18.47445376,19.65446878,19.00750396,16.98869909,9.592425793,7.506026401,0,0,0,0,2,0
12,running shoes,table-0003-319,List of Just Shoot Me! episodes,50,3,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,2,2,2,0,0,0
12,running shoes,table-0004-229,John Deery,5,4,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-0012-373,New Shoes,5,2,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-0016-922,Sailin' Shoes,2,2,1,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-0017-770,SOS Hermann Gmeiner College,2,4,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,2,0,0,0,0
12,running shoes,table-0029-940,"Baroda High School, Alkapuri",1,2,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,1,0,0,0,0
12,running shoes,table-0066-658,Level 42 discography,34,15,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-0077-563,The Red Shoes (album),5,2,3,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-0137-745,MythBusters (2008 season),40,5,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,2,2,2,0,0,0
12,running shoes,table-0146-574,Dancing Shoes,3,4,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-0146-573,Dancing Shoes,3,3,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-0154-371,Genius (TV series),12,3,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,4,4,4,0,0,0
12,running shoes,table-0159-635,Mile in These Shoes,2,2,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-0233-443,List of How It's Made episodes,13,7,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-0256-406,Ivana Miličević,43,4,33,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-0263-75,Some Assembly Required (TV series),7,5,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-0274-337,Bengali grammar,4,3,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-0274-499,Emily West,4,3,1,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-0645-130,No Fences,4,3,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-0775-559,Team Plussbank,4,1,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,1,0,1,0,0,0
12,running shoes,table-0831-904,Fire in Your New Shoes,1,2,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-0880-401,Who's Gonna Fill Their Shoes (song),2,2,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-0883-596,List of Talkin' 'Bout Your Generation episodes (series 3),18,10,18,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-0943-565,List of songs recorded by Kate Bush,146,8,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-0969-18,Exercise equipment,5,3,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,1,0,0,0,0
12,running shoes,table-0972-522,Guelph Community Health Centre,15,2,2,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,4,0,0,0,0
12,running shoes,table-1016-408,Petrushka (horse),15,4,11,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-1028-382,Special Agent Oso (series 1),96,5,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,6,6,6,0,0,0
12,running shoes,table-1119-799,Eric Clapton discography,16,12,15,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-1204-834,List of Running Man missions,45,5,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,1,0,0,0,0
12,running shoes,table-1230-725,List of National Football Conference North Pro Football Hall of Fame inductees,35,5,3,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-1290-247,Just Shoot Me! (season 3),48,6,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,2,2,2,0,0,0
12,running shoes,table-1315-700,Dress shoe,4,3,4,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,1,0
12,running shoes,table-1398-760,List of The Adventures of Jimmy Neutron: Boy Genius episodes,18,4,2,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-1420-566,Shoes (band),4,4,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-1426-457,Underground Ernie,26,4,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-1506-431,Nancy Travis,31,4,31,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-1520-40,Kate Bush discography,32,12,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-1520-42,Kate Bush discography,40,4,25,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-1535-319,List of Flight 29 Down episodes,26,5,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,4,4,4,0,0,0
12,running shoes,table-1536-952,Kujibiki Unbalance (2006 series),25,3,3,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,2,2,2,0,0,0
12,running shoes,table-1580-56,Who's Gonna Fill Their Shoes,3,4,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-1581-127,Southern Cross Campus,2,4,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-1581-129,Southern Cross Campus,2,3,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,2,0,0,0,0
12,running shoes,table-1581-128,Southern Cross Campus,2,5,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-1591-155,Jimmy Nail discography,23,14,19,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-1596-10,Put Yourself in My Shoes,4,4,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-1603-50,Terry Brown (record producer),30,3,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-1609-720,Gymnastics at the 1912 Summer Olympics – Men's team,5,5,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-1609-737,"Gymnastics at the 1912 Summer Olympics – Men's team, free system",5,5,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
12,running shoes,table-1638-815,List of Corner Gas episodes,36,6,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,2,2,2,0,0,0
12,running shoes,table-1653-388,"No Shoes, No Shirt, No Problems",5,4,0,0,2,17.35351552,16.25456217,16.25456217,16.25456217,9.006746921,8.970684604,0,0,0,0,0,0
13,fuel consumption,table-0072-231,Energy-efficient driving,6,5,0,10,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,0,0,2
13,fuel consumption,table-0129-161,IKCO Samand,5,5,0,42,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,0,0,1
13,fuel consumption,table-0148-721,Dacia Sandero,5,7,0,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,0,0,0
13,fuel consumption,table-0204-990,Energy in New Zealand,1,6,0,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,0,1,1
13,fuel consumption,table-0263-444,Jet engine,7,6,0,62,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,0,2,2
13,fuel consumption,table-0311-393,Thrust specific fuel consumption,2,5,0,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,2,0,1
13,fuel consumption,table-0311-394,Thrust specific fuel consumption,7,6,0,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,2,2,2
13,fuel consumption,table-0408-468,Natural gas in Alaska,5,7,0,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,0,0,1
13,fuel consumption,table-0459-41,Monteverdi Hai 450,19,2,0,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,1,0,1,0,0,1
13,fuel consumption,table-0482-24,Climate change mitigation,9,4,1,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,0,1,2
13,fuel consumption,table-0559-42,Ilyushin Il-86,11,2,0,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,2,1,2,0,0,1
13,fuel consumption,table-0578-300,Puch 250 SGS,11,2,0,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,1,0,1,0,0,1
13,fuel consumption,table-0610-56,Electricity sector of the United States,13,16,0,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,0,0,1
13,fuel consumption,table-0674-36,Electricity in Sri Lanka,38,6,0,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,7,0,7,0,0,1
13,fuel consumption,table-0686-862,Peugeot SR1,5,2,0,19,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,3,0,3,0,1,1
13,fuel consumption,table-0690-529,Iranian subsidy reform plan,9,5,0,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,0,0,0
13,fuel consumption,table-0716-591,BMW X3 (F25),3,10,0,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,0,0,1
13,fuel consumption,table-0925-91,Holden VF Commodore,8,8,8,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,0,0,1
13,fuel consumption,table-0926-676,Saab 9-4X,16,3,0,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,1,0,1,0,0,1
13,fuel consumption,table-1036-133,Alcohol fuel,29,6,0,92,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,2,2,2,1,0,0
13,fuel consumption,table-1075-197,Suzuki fx125,19,2,0,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,1,0,1,0,0,1
13,fuel consumption,table-1243-683,Sisu K-44,8,6,0,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,3,0,3,0,0,1
13,fuel consumption,table-1320-890,Specific impulse,7,6,0,17,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,0,2,2
13,fuel consumption,table-1320-888,Specific impulse,2,5,0,17,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,0,0,1
13,fuel consumption,table-1365-737,Alfa Romeo Giulietta (2010),10,3,0,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,0,1,2
13,fuel consumption,table-1389-782,Mercedes-Benz 190SL,28,2,0,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,0,0,1
13,fuel consumption,table-1428-624,Pratt & Whitney Canada PW500,7,6,8,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,0,0,1
13,fuel consumption,table-1446-338,Pratt & Whitney Canada PT6,5,10,11,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,2,0,2,0,0,1
13,fuel consumption,table-1447-381,Fiat 500 (2007),8,4,0,53,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,0,1,2
13,fuel consumption,table-1447-380,Fiat 500 (2007),6,4,0,53,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,0,1,2
13,fuel consumption,table-1470-660,Audi A2,7,9,0,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,0,0,1
13,fuel consumption,table-1475-381,Holden VY Commodore,9,7,0,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,0,0,1
13,fuel consumption,table-1515-997,Holden Caprice (WM),9,8,8,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,0,0,2
13,fuel consumption,table-1536-292,Agriculture in Iran,5,3,0,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,5,0,5,0,1,0
13,fuel consumption,table-1545-121,Energy in the United States,7,3,0,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,0,0,1
13,fuel consumption,table-1574-853,Suzuki Carry,18,2,0,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,2,1,2,0,0,1
13,fuel consumption,table-1597-359,MythBusters (2007 season),1,5,0,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,0,2,1
13,fuel consumption,table-1600-333,Chevrolet Volt,13,6,3,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,0,0,0
13,fuel consumption,table-1602-180,BMW 5 Series (E60),17,3,2,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,3,0,3,0,0,1
13,fuel consumption,table-1602-178,BMW 5 Series (E60),17,4,3,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,3,0,3,0,0,1
13,fuel consumption,table-1604-677,Stock and flow,6,5,0,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,1,0,1,0,0,0
13,fuel consumption,table-1607-472,Honda City,4,2,0,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,0,0,0
13,fuel consumption,table-1613-935,World energy consumption,9,4,1,21,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,1,0,2
13,fuel consumption,table-1627-178,Mercury Milan,9,6,0,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,0,0,1
13,fuel consumption,table-1636-388,Volvo S40,19,10,0,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,2,0,2,0,0,1
13,fuel consumption,table-1640-284,Alfa Romeo MiTo,19,4,0,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,0,1,2
13,fuel consumption,table-1647-839,Energy efficiency in transportation,4,3,4,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,0,0,2
13,fuel consumption,table-1648-418,Anglesey Central Railway,8,5,7,0,2,13.45964814,13.20662384,11.73093747,11.18552676,9.442848553,8.435192481,0,0,0,0,0,0
14,stock quote tables,table-0149-434,Bennett Brook Railway,8,7,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,0
14,stock quote tables,table-0167-679,C Sharp syntax,21,2,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,2,0,2,0,0,0
14,stock quote tables,table-0200-884,Geography of Cornwall,1,1,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,1,0
14,stock quote tables,table-0259-660,Comparison of database access,2,4,4,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,1,0
14,stock quote tables,table-0279-830,Convoy HG 76,2,6,2,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,0
14,stock quote tables,table-0297-285,Euro gold and silver commemorative coins (France): 2006,10,4,4,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,1,1,1,0,0,0
14,stock quote tables,table-0311-105,Convoy SC 143,1,6,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,0
14,stock quote tables,table-0320-55,Convoys ONS 20/ON 206,1,6,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,0
14,stock quote tables,table-0336-536,Sample size determination,8,4,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,1,0
14,stock quote tables,table-0352-129,Ludvig Holstein-Ledreborg,2,3,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,0
14,stock quote tables,table-0354-325,List of renewable energy companies by stock exchange,89,6,1,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,1,0,1
14,stock quote tables,table-0370-691,Supermontage,23,2,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,0
14,stock quote tables,table-0386-471,Suzhou Rail Transit,2,5,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,0
14,stock quote tables,table-0392-579,List of Welsh Highland Railway Ltd rolling stock,8,7,8,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,1,0,0
14,stock quote tables,table-0407-338,Israel at the Paralympics,1,5,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,1,0
14,stock quote tables,table-0439-233,Bournemouth Raiders,4,4,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,0
14,stock quote tables,table-0439-234,Bournemouth Raiders,4,4,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,0
14,stock quote tables,table-0503-892,Asset allocation,7,2,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,7,0,7,0,0,0
14,stock quote tables,table-0534-18,Zen Pinball,1,3,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,0
14,stock quote tables,table-0596-735,1901–02 Northern Rugby Football Union season,0,1,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,0
14,stock quote tables,table-0735-95,2010 Vancouver Whitecaps FC season,2,1,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,0
14,stock quote tables,table-0735-99,2010 Vancouver Whitecaps FC season,2,1,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,0
14,stock quote tables,table-0833-422,2006 Vodacom Cup,1,2,1,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,0
14,stock quote tables,table-0833-423,2006 Vodacom Cup,0,1,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,0
14,stock quote tables,table-0896-9,Gary J. Aguirre,36,7,71,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,0
14,stock quote tables,table-1009-255,Wilfred (U.S. season 1),26,7,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,4,4,4,0,0,0
14,stock quote tables,table-1012-845,2012 Currie Cup Premier Division,1,2,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,0
14,stock quote tables,table-1012-862,2012 Currie Cup First Division,1,2,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,0
14,stock quote tables,table-1023-380,John L. Bacon,1,3,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,0
14,stock quote tables,table-1250-339,2013 National League Cup,0,1,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,0
14,stock quote tables,table-1270-566,Tara Blaise,10,4,7,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,0
14,stock quote tables,table-1277-861,List of London Underground electric multiple units,10,4,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,0
14,stock quote tables,table-1277-863,List of London Underground electric multiple units,10,6,11,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,0
14,stock quote tables,table-1277-865,List of London Underground electric multiple units,25,6,37,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,2,0,2,0,1,0
14,stock quote tables,table-1281-687,Comparison of online brokerages in the United States,20,8,15,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,2
14,stock quote tables,table-1317-894,Blakelaw,5,3,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,1,0
14,stock quote tables,table-1317-895,Blakelaw,5,3,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,1,0
14,stock quote tables,table-1344-665,Braille pattern dots-2356,9,2,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,1,0,0,0,0
14,stock quote tables,table-1344-657,Braille pattern dots-356,9,2,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,3,0,0,0,0
14,stock quote tables,table-1349-928,Bulgarian grammar,1,2,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,1,1,1,0,0,0
14,stock quote tables,table-1350-486,John Ssebaana Kizito,0,1,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,1,0
14,stock quote tables,table-1358-137,Langley Speedway (Virginia),7,7,25,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,0
14,stock quote tables,table-1361-950,Athens Metro,6,4,12,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,0
14,stock quote tables,table-1381-877,List of university mottos,7,4,6,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,0
14,stock quote tables,table-1389-751,Gambling in Macau,35,4,19,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,0
14,stock quote tables,table-1392-358,Routing table,2,1,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,1,0
14,stock quote tables,table-1410-164,Railway Museum of Greater Cincinnati,4,5,4,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,0
14,stock quote tables,table-1509-303,"Tables, Ladders, and Chairs match",3,6,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,0
14,stock quote tables,table-1553-694,London Underground Q Stock,5,3,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,0,0
14,stock quote tables,table-1569-906,"Robert N.C. Nix, Sr.",2,3,0,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,0,1,0
14,stock quote tables,table-1579-731,List of South Asian stock exchanges,38,6,32,0,3,21.98380718,18.53626968,18.6617747,19.45355388,14.76083806,13.7100924,0,0,0,1,0,1
